"Author","Title","Year","Journal","Location","Taxonomic_group_class","Taxonomic_order","Taxonomic_group_species","Primates","Mammals_Aves_Other","Measure_of_cognition","Measure_of_sociality","Cognitive_Ability_neuroanatomy_or_both","Cognitive_Ability_detailed","Sociality","Intra_inter_both","Captive_or_wild","Stats","Sample_size","Sample_size_species","Design","r","reverse","Sample_size_group1","Sample_size_group2","mean_grp1","dispersion_grp1","mean_grp2","dispersion_grp2","dispersion_type","ci_T","proportion_grp1","proportion_grp2","F","T","df","dferror","D","v","pearsonr_p","z","Source","Shared_control","Shared_treatment","paperid","studyid","esid","data_source","data_page","source_ref","figure_name","yi","CI","CI_low","CI_high","sd1","sd2","study","weight","sample.size","se","var","ci.lo","ci.hi","fishers.z","ci.lo.z","ci.hi.z","measure","vi","yi_zr","se_zr","vi_zr"
"Riley et al","Learning ability is unaffected by isolation rearing in a family-living lizard",2018,"Behavioral Ecology and Sociobiology","Sydney, Australia","Reptilia","Squamata","Egernia striolata","Other","Other","Associative Learning","Rearing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",15,1,"Developmental",NA,"yes",8,7,12,9,9,4,"95CI",2.1447866879178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper74","study76","es394","table","20","1",NA,-0.0174293070652971,NA,NA,NA,109.194711208223,45.3965775320993,"",15.9977212983013,15,0.25001780425879,0.0625089024463867,-0.440293494785898,0.467961422179867,0.0174310722830122,-0.472594819558001,0.507456964124026,"r",NA,-0.0174310722830122,0.288675134594813,0.0833333333333334
"Riley et al","Learning ability is unaffected by isolation rearing in a family-living lizard",2018,"Behavioral Ecology and Sociobiology","Sydney, Australia","Reptilia","Squamata","Egernia striolata","Other","Other","Reversal Learning","Rearing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",15,1,"Developmental",NA,"yes",8,7,22,17,28,21,"95CI",2.1447866879178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper74","study76","es395","table","20","1",NA,0.0135042259285457,NA,NA,NA,206.256676726643,238.332032043521,"",15.9986321443916,15,0.25001068705718,0.0625053436428034,-0.464878586090296,0.44344174327239,-0.0135050469137952,-0.503516989295983,0.476506895468392,"r",NA,0.0135050469137952,0.288675134594813,0.0833333333333334
"Riley et al","Learning ability is unaffected by isolation rearing in a family-living lizard",2018,"Behavioral Ecology and Sociobiology","Sydney, Australia","Reptilia","Squamata","Egernia striolata","Other","Other","Motor Task","Rearing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",16,1,"Developmental",NA,"yes",8,8,12,6,10,11,"95CI",2.13144954555977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper74","study76","es396","table","20","1",NA,-0.00936043644649608,NA,NA,NA,72.3437965162705,132.630293613163,"",16.9992990271274,16,0.24254062551138,0.0588259550234515,-0.43496998659269,0.450024978972526,0.00936070984105944,-0.466010180949062,0.484731600631181,"r",NA,-0.00936070984105947,0.277350098112615,0.0769230769230769
"Riley et al","Learning ability is unaffected by isolation rearing in a family-living lizard",2018,"Behavioral Ecology and Sociobiology","Sydney, Australia","Reptilia","Squamata","Egernia striolata","Other","Other","Associative Learning","Rearing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",14,1,"Developmental",NA,"yes",7,7,10,6,12,5,"95CI",2.16036865646279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper74","study76","es397","table","20","1",NA,0.0158375764141366,NA,NA,NA,68.5895784626314,57.1579820521928,"",14.9982439779828,14,0.25821400450544,0.0666744721227354,-0.479187485540793,0.454415822579255,-0.0158389007870266,-0.521929049921552,0.490251248347499,"r",NA,0.0158389007870266,0.301511344577764,0.0909090909090909
"Seid & Junge","Social isolation and brain development in the ant camponotus floridanus",2016,"Science of Nature","Pennsylvania, USA","Insecta","Hymenoptera","Camponotus floridanus","Other","Other","Brain Size","Rearing Group Size","Neuroanatomy","brain size absolute","Groupsize","Intra","Wild Caught Captives","mean",25,1,"Developmental",NA,"no",14,11,14034090.91,6691928.67,12727272.73,5779546.6,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper81","study83","es427","figure","3","2a","paper81_study83_es427_2a",0.102240585421313,NA,NA,NA,6691928.67,5779546.6,"",25.8686492700511,25,0.196613404636727,0.0386568308828452,-0.275454000020422,0.452591257413255,0.102599081526522,-0.282756110439262,0.487954273492307,"r",NA,0.102599081526522,0.21320071635561,0.0454545454545454
"Seid & Junge","Social isolation and brain development in the ant camponotus floridanus",2016,"Science of Nature","Pennsylvania, USA","Insecta","Hymenoptera","Camponotus floridanus","Other","Other","Mushroom Body","Rearing Group Size","Neuroanatomy","brain region absolute","Groupsize","Intra","Wild Caught Captives","mean",25,1,"Developmental",NA,"no",14,10,0.058372192,0.027413404,0.03788724,0.011217967,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper81","study83","es428","figure","3","2b","paper81_study83_es428_2b",0.413146513353815,NA,NA,NA,0.027413404,0.011217967,"",22.7605976631401,24,0.209608152004774,0.0439355773868565,0.0285672338098476,0.69118640465341,0.439399437527159,0.0285750087318041,0.850223866322513,"r",NA,0.439399437527159,0.21320071635561,0.0454545454545454
"Sewall et al","Early life conditions that impact song learning in male zebra finches also impact neural and behavioral responses to song in females",2018,"Developmental Neurobiology","Virginia, USA","Aves","Passeriformes","Taeniopygia guttata","Other","Aves","Song Learning","Brood Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",64,1,"Developmental",NA,"no",34,30,75.7191780821918,4.79256320124274,78.1506849315068,4.31425302144476,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper82","study84","es429","figure","34","4","paper82_study84_es429_4",-0.256352478985894,NA,NA,NA,4.79256320124274,4.31425302144476,"",62.825622673136,64,0.126162881403819,0.015917072644114,-0.469536117837528,-0.0149245796479419,-0.262200391648944,-0.509475095386227,-0.0149256879116617,"r",NA,-0.262200391648944,0.128036879932896,0.0163934426229508
"Smith et al","A Larger Social Network Enhances Novel Object Location Memory and Reduces Hippocampal Microgliosis in Aged Mice",2018,"Frontiers in Aging Neuroscience","Ohio, USA","Mammalia","Rodentia","Mus musculus","Other","Mammalia","Hippocampal Dependent Spatial Memory","Housing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",20,1,"Developmental",NA,"no",14,6,55.7491289,14.3408471,43.554007,5.97436523,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper84","study86","es435","figure","7","3a","paper84_study86_es435_3a",0.405776582970569,NA,NA,NA,14.3408471,5.97436523,"",19.2057367680982,20,0.228183645343559,0.0520677760022753,-0.0166852853024658,0.705303719232893,0.430544892785779,-0.0166868339486583,0.877776619520216,"r",NA,0.430544892785779,0.242535625036333,0.0588235294117647
"Smith et al","A Larger Social Network Enhances Novel Object Location Memory and Reduces Hippocampal Microgliosis in Aged Mice",2018,"Frontiers in Aging Neuroscience","Ohio, USA","Mammalia","Rodentia","Mus musculus","Other","Mammalia","Non-Hippocampal Dependent Spatial Memory","Housing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",20,1,"Developmental",NA,"no",14,6,63.7010676,13.3155067,54.0925267,20.0492043,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper84","study86","es436","figure","7","3b","paper84_study86_es436_3b",0.273548683849257,NA,NA,NA,13.3155067,20.0492043,"",20.2226261681057,20,0.222372574024881,0.049449561678451,-0.153913759859984,0.61476013193131,0.280695526401025,-0.155146709837208,0.716537762639258,"r",NA,0.280695526401025,0.242535625036333,0.0588235294117647
"Smith et al","A Larger Social Network Enhances Novel Object Location Memory and Reduces Hippocampal Microgliosis in Aged Mice",2018,"Frontiers in Aging Neuroscience","Ohio, USA","Mammalia","Rodentia","Mus musculus","Other","Mammalia","Hippocampal Dependent Spatial Memory","Housing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",20,1,"Developmental",NA,"yes",14,6,41.991342,32.395302,56.2770563,31.8115551,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper84","study86","es437","figure","7","4a","paper84_study86_es437_4a",0.199029637685377,NA,NA,NA,32.395302,31.8115551,"",20.5958676264564,20,0.220348426747735,0.0485534291702018,-0.560524019086935,0.226173546365469,-0.201721963931947,-0.633596944407569,0.230153016543675,"r",NA,0.201721963931947,0.242535625036333,0.0588235294117647
"Smith et al","A Larger Social Network Enhances Novel Object Location Memory and Reduces Hippocampal Microgliosis in Aged Mice",2018,"Frontiers in Aging Neuroscience","Ohio, USA","Mammalia","Rodentia","Mus musculus","Other","Mammalia","Social Recognition","Housing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",20,1,"Developmental",NA,"no",14,6,70.5179282868526,14.907001540932,65.7370517928287,8.78303095021858,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper84","study86","es439","figure","8","5b","paper84_study86_es439_5b",0.160332812141264,NA,NA,NA,14.907001540932,8.78303095021858,"",20.7395867221378,20,0.219583625334906,0.0482169685152203,-0.262366094351612,0.5314073316321,0.161728270785711,-0.268647726465441,0.592104268036864,"r",NA,0.161728270785711,0.242535625036333,0.0588235294117647
"Toyoshima et al","Social enrichment improves social recognition memory in male rats",2018,"Animal Cognition","Ibaraki, Japan","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Social Recognition","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"no",10,9,0.61764705882353,0.121530670861373,0.42,0.0658823529411765,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper111","study113","es608","figure","348","3a","paper111_study113_es608_3a",0.704888300035624,NA,NA,NA,0.121530670861373,0.0658823529411765,"",13.7194605980951,19,0.269979930761704,0.0728891630140943,0.334422613671123,0.88666338165751,0.876950472888309,0.347799532046753,1.40610141372987,"r",NA,0.876950472888309,0.25,0.0625
"Toyoshima et al","Social enrichment improves social recognition memory in male rats",2018,"Animal Cognition","Ibaraki, Japan","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Social Recognition","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"no",9,10,0.417254901960785,0.0741176470588231,0.496862745098039,0.0781268598394547,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper111","study113","es609","figure","348","3a","paper111_study113_es609_3a",-0.462178193341405,NA,NA,NA,0.0741176470588231,0.0781268598394547,"",17.7280649958266,19,0.237503127203976,0.056407735431668,-0.746753388937034,-0.0345662603158365,-0.500077612622031,-0.965575188157459,-0.034580037086603,"r",NA,-0.500077612622031,0.25,0.0625
"Toyoshima et al","Social enrichment improves social recognition memory in male rats",2018,"Animal Cognition","Ibaraki, Japan","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Social Recognition","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",20,1,"Developmental",NA,"no",10,10,0.615891472868217,0.12869734663476,0.493798449612403,0.0857982310898399,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper111","study113","es610","figure","348","3a","paper111_study113_es610_3a",0.487377324966493,NA,NA,NA,0.12869734663476,0.0857982310898399,"",18.3044925124792,20,0.233733602945135,0.054631397145714,0.0743678082527745,0.757670977291151,0.532614807559993,0.0745053638107435,0.990724251309242,"r",NA,0.532614807559993,0.242535625036333,0.0588235294117647
"Toyoshima et al","Social enrichment improves social recognition memory in male rats",2018,"Animal Cognition","Ibaraki, Japan","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Social Recognition","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"no",10,9,0.389328063241107,0.143739893644017,0.3300395256917,0.077075098814229,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper111","study113","es611","figure","348","3b","paper111_study113_es611_3b",0.244912384220082,NA,NA,NA,0.143739893644017,0.077075098814229,"",19.4125521064463,19,0.226964891531181,0.0515130619877606,-0.192420660001344,0.60107996286693,0.249993321197675,-0.194849691958479,0.694836334353829,"r",NA,0.249993321197675,0.25,0.0625
"Toyoshima et al","Social enrichment improves social recognition memory in male rats",2018,"Animal Cognition","Ibaraki, Japan","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Social Recognition","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"no",9,10,0.324110671936759,0.0948616600790513,0.347826086956522,0.124991211864363,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper111","study113","es612","figure","348","3b","paper111_study113_es612_3b",-0.105299196049902,NA,NA,NA,0.0948616600790513,0.124991211864363,"",19.8940775234472,19,0.224201284797474,0.0502662161048381,-0.496851891206591,0.321873244693511,-0.10569098891743,-0.545117432408086,0.333735454573227,"r",NA,-0.10569098891743,0.25,0.0625
"Toyoshima et al","Social enrichment improves social recognition memory in male rats",2018,"Animal Cognition","Ibaraki, Japan","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Social Recognition","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",20,1,"Developmental",NA,"no",10,10,0.390873015873016,0.144310290047367,0.347222222222222,0.12548720873684,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper111","study113","es613","figure","348","3b","paper111_study113_es613_3b",0.159336644175432,NA,NA,NA,0.144310290047367,0.12548720873684,"",20.7428541068962,20,0.219566330404261,0.048209373447193,-0.263286205933336,0.530648983518036,0.160705986280774,-0.269636113529199,0.591048086090747,"r",NA,0.160705986280774,0.242535625036333,0.0588235294117647
"Toyoshima et al","Social enrichment improves social recognition memory in male rats",2018,"Animal Cognition","Ibaraki, Japan","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Social Recognition","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"no",10,9,0.333584905660377,0.0811452380722451,0.288301886792453,0.0950943396226414,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper111","study113","es614","figure","348","3c","paper111_study113_es614_3c",0.248889288493783,NA,NA,NA,0.0811452380722451,0.0950943396226414,"",19.3927044311059,19,0.227081006678596,0.0515657835941644,-0.188558582587151,0.603922634789964,0.254228403198722,-0.190842191464425,0.699298997861869,"r",NA,0.254228403198722,0.25,0.0625
"Toyoshima et al","Social enrichment improves social recognition memory in male rats",2018,"Animal Cognition","Ibaraki, Japan","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Social Recognition","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"no",9,10,0.28939393939394,0.0909090909090908,0.246969696969697,0.0766612766101423,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper111","study113","es615","figure","348","3c","paper111_study113_es615_3c",0.24542969766467,NA,NA,NA,0.0909090909090908,0.0766612766101423,"",19.4099906803355,19,0.226979866670292,0.0515198598736636,-0.191918855387891,0.601450120506357,0.250543718394332,-0.194328645495144,0.695416082283808,"r",NA,0.250543718394332,0.25,0.0625
"Toyoshima et al","Social enrichment improves social recognition memory in male rats",2018,"Animal Cognition","Ibaraki, Japan","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Social Recognition","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",20,1,"Developmental",NA,"no",10,10,0.336363636363636,0.0766612766101427,0.25,0.0766612766101427,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper111","study113","es616","figure","348","3c","paper111_study113_es616_3c",0.490777877808868,NA,NA,NA,0.0766612766101427,0.0766612766101427,"",18.2615786590249,20,0.234008073294522,0.0547597783670143,0.0782766496155856,0.759795830745005,0.537084508810136,0.0784371130612636,0.995731904559008,"r",NA,0.537084508810136,0.242535625036333,0.0588235294117647
"Toyoshima et al","Social enrichment improves social recognition memory in male rats",2018,"Animal Cognition","Ibaraki, Japan","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Object Recognition","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"no",10,9,0.597692307692308,0.0595967712877883,0.576153846153846,0.0807692307692311,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper111","study113","es617","figure","348","4a","paper111_study113_es617_4a",0.151095349517112,NA,NA,NA,0.0595967712877883,0.0807692307692311,"",19.780612569779,19,0.224843393629252,0.050554551658719,-0.280683403389595,0.532011194365771,0.152261186952161,-0.288423766722936,0.592946140627258,"r",NA,0.152261186952161,0.25,0.0625
"Toyoshima et al","Social enrichment improves social recognition memory in male rats",2018,"Animal Cognition","Ibaraki, Japan","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Object Recognition","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"no",9,10,0.57442748091603,0.088167938931298,0.558396946564885,0.0760395009887819,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper111","study113","es618","figure","348","4a","paper111_study113_es618_4a",0.0971841813262301,NA,NA,NA,0.088167938931298,0.0760395009887819,"",19.9098490040594,19,0.224112467279412,0.0502263979900656,-0.329048168353492,0.490519533032697,0.0974918875332833,-0.341760476820776,0.536744251887342,"r",NA,0.0974918875332833,0.25,0.0625
"Toyoshima et al","Social enrichment improves social recognition memory in male rats",2018,"Animal Cognition","Ibaraki, Japan","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Object Recognition","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",20,1,"Developmental",NA,"no",10,10,0.590458015267176,0.0675906675455836,0.555725190839695,0.0760395009887819,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper111","study113","es619","figure","348","4a","paper111_study113_es619_4a",0.23466315646535,NA,NA,NA,0.0675906675455836,0.0760395009887819,"",20.4337409951416,20,0.221220850605635,0.0489386647426805,-0.192051335457006,0.58675549722067,0.239118704398743,-0.194466195417616,0.672703604215103,"r",NA,0.239118704398743,0.242535625036333,0.0588235294117647
"Toyoshima et al","Social enrichment improves social recognition memory in male rats",2018,"Animal Cognition","Ibaraki, Japan","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Object Recognition","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"no",10,9,0.36101083032491,0.0742050714479945,0.407942238267148,0.0270758122743686,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper111","study113","es620","figure","348","4b","paper111_study113_es620_4b",-0.379674508829778,NA,NA,NA,0.0742050714479945,0.0270758122743686,"",18.5241770868537,19,0.232343505730409,0.0539835046550966,-0.693705866739856,0.0556480737990861,-0.399679280561791,-0.855064183835168,0.0557056227115859,"r",NA,-0.399679280561791,0.25,0.0625
"Toyoshima et al","Social enrichment improves social recognition memory in male rats",2018,"Animal Cognition","Ibaraki, Japan","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Object Recognition","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"no",9,10,0.407942238267148,0.0216606498194946,0.38086642599278,0.0513727417716883,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper111","study113","es621","figure","348","4b","paper111_study113_es621_4b",0.318581892847506,NA,NA,NA,0.0216606498194946,0.0513727417716883,"",18.9842568547812,19,0.229510838376746,0.0526752249323969,-0.119195603597696,0.652649876202501,0.330068018075808,-0.119764959204207,0.779900995355824,"r",NA,0.330068018075808,0.25,0.0625
"Toyoshima et al","Social enrichment improves social recognition memory in male rats",2018,"Animal Cognition","Ibaraki, Japan","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Object Recognition","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",20,1,"Developmental",NA,"no",10,10,0.357400722021661,0.079913153867071,0.379061371841155,0.0513727417716882,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper111","study113","es622","figure","348","4b","paper111_study113_es622_4b",-0.159167432723183,NA,NA,NA,0.079913153867071,0.0513727417716882,"",20.7434069850321,20,0.219563404312312,0.0482080885132117,-0.530520124439552,0.263442441175195,-0.160532371753274,-0.590868736528411,0.269803993021864,"r",NA,-0.160532371753274,0.242535625036333,0.0588235294117647
"Toyoshima et al","Social enrichment improves social recognition memory in male rats",2018,"Animal Cognition","Ibaraki, Japan","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Object Recognition","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"no",10,9,0.352569169960474,0.0849940240677669,0.268774703557312,0.090118577075099,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper111","study113","es623","figure","348","4c","paper111_study113_es623_4c",0.431611648257091,NA,NA,NA,0.0849940240677669,0.090118577075099,"",18.0484857114466,19,0.235385450511599,0.0554063103125482,0.000528600683034252,0.727418382012292,0.461875606219736,0.000528600732267848,0.923222611707204,"r",NA,0.461875606219736,0.25,0.0625
"Toyoshima et al","Social enrichment improves social recognition memory in male rats",2018,"Animal Cognition","Ibaraki, Japan","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Object Recognition","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"no",9,10,0.269291338582677,0.0897637795275593,0.32755905511811,0.0746994722874419,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper111","study113","es624","figure","348","4c","paper111_study113_es624_4c",-0.333893488504128,NA,NA,NA,0.0897637795275593,0.0746994722874419,"",18.8783715159881,19,0.230153580573857,0.0529706706509668,-0.663083412902095,0.103516684487016,-0.347203897331727,-0.798296626169424,0.103888831505969,"r",NA,-0.347203897331727,0.25,0.0625
"Toyoshima et al","Social enrichment improves social recognition memory in male rats",2018,"Animal Cognition","Ibaraki, Japan","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Object Recognition","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",20,1,"Developmental",NA,"no",10,10,0.352755905511811,0.079679437106605,0.32755905511811,0.0796794371066048,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper111","study113","es625","figure","348","4c","paper111_study113_es625_4c",0.156173761888607,NA,NA,NA,0.079679437106605,0.0796794371066048,"",20.7530864197531,20,0.219512195121951,0.0481856038072576,-0.266203800363607,0.528238235821729,0.157462378301925,-0.272773618304428,0.587698374908278,"r",NA,0.157462378301925,0.242535625036333,0.0588235294117647
"Wang et al","Enriched physical envrionment attenuates spatial and social memory impairments of socially isolated mice",2018,"International Journal of Neuropsychopharmacology","Nanjing, China","Mammalia","Rodentia","Mus musculus","Other","Mammalia","Spatial Memory (Y-Maze)","Housing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",32,1,"Developmental",NA,"no",16,16,41.4484679665738,21.3927576601671,24.2896935933148,17.8272980501393,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper91","study93","es510","figure","1118","2a","paper91_study93_es510_2a",0.399435839068098,NA,NA,NA,21.3927576601671,17.8272980501393,"",30.2259149328148,32,0.181890606939572,0.033084192892846,0.0663806931181678,0.652406144600486,0.422977490316669,0.0664784515889756,0.779476529044362,"r",NA,0.422977490316669,0.185695338177052,0.0344827586206897
"Wang et al","Enriched physical envrionment attenuates spatial and social memory impairments of socially isolated mice",2018,"International Journal of Neuropsychopharmacology","Nanjing, China","Mammalia","Rodentia","Mus musculus","Other","Mammalia","Spatial Memory (Y-Maze)","Housing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",32,1,"Developmental",NA,"no",16,16,9.15531335149864,5.06811989100818,3.71934604904632,3.43324250681199,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper91","study93","es511","figure","1118","2b","paper91_study93_es511_2b",0.531774575359944,NA,NA,NA,5.06811989100818,3.43324250681199,"",27.7303685636352,32,0.189898781950819,0.0360615473864048,0.216919665876246,0.746415124852028,0.592616169461416,0.220421396129785,0.964810942793046,"r",NA,0.592616169461416,0.185695338177052,0.0344827586206897
"Wang et al","Enriched physical envrionment attenuates spatial and social memory impairments of socially isolated mice",2018,"International Journal of Neuropsychopharmacology","Nanjing, China","Mammalia","Rodentia","Mus musculus","Other","Mammalia","Spatial Memory (Y-Maze)","Housing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",32,1,"Developmental",NA,"yes",16,16,28.8648648648649,12.3243243243243,37.9459459459459,11.027027027027,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper91","study93","es512","figure","1118","2c","paper91_study93_es512_2c",0.361961382996511,NA,NA,NA,12.3243243243243,11.027027027027,"",30.7567954220315,32,0.180314004298206,0.0325131401460533,-0.624623005649758,-0.0257265293822665,-0.379141161708075,-0.732550116040758,-0.0257322073753921,"r",NA,0.379141161708075,0.185695338177052,0.0344827586206897
"Wang et al","Enriched physical envrionment attenuates spatial and social memory impairments of socially isolated mice",2018,"International Journal of Neuropsychopharmacology","Nanjing, China","Mammalia","Rodentia","Mus musculus","Other","Mammalia","Spatial Memory (Y-Maze)","Housing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",32,1,"Developmental",NA,"no",16,16,90.1098901098901,59.3406593406593,76.3736263736264,61.5384615384615,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper91","study93","es513","figure","1118","2d","paper91_study93_es513_2d",0.112891267718606,NA,NA,NA,59.3406593406593,61.5384615384615,"",32.7947812881579,32,0.174621466249791,0.030492656475227,-0.224962680453447,0.426512856276336,0.113374547211559,-0.228877237565608,0.455626331988727,"r",NA,0.113374547211559,0.185695338177052,0.0344827586206897
