"Author","Title","Year","Journal","Location","Taxonomic_group_class","Taxonomic_order","Taxonomic_group_species","Primates","Mammals_Aves_Other","Measure_of_cognition","Measure_of_sociality","Cognitive_Ability_neuroanatomy_or_both","Cognitive_Ability_detailed","Sociality","Intra_inter_both","Captive_or_wild","Stats","Sample_size","Sample_size_species","Design","r","reverse","Sample_size_group1","Sample_size_group2","mean_grp1","dispersion_grp1","mean_grp2","dispersion_grp2","dispersion_type","ci_T","proportion_grp1","proportion_grp2","F","T","df","dferror","D","v","pearsonr_p","z","Source","Shared_control","Shared_treatment","paperid","studyid","esid","data_source","data_page","source_ref","figure_name","yi","CI","CI_low","CI_high","sd1","se","var","ci.lo","ci.hi","row_id","vi","r_regt","yi_zr","se_zr","vi_zr"
"Amador-Vargas et al","Specialization and group size: brain and behavioural correlates of colony size in ants lacking morphological castes",2015,"Proceedings of the Royal Society B: Biological Sciences","Texas, USA","Insecta","Hymenoptera","Pseudomyrmex spinicola","Other","Other","Mushroom Medial Lobe %","Colony Size","Neuroanatomy","brain region relative","Groupsize","Intra","Wild","r",29,1,"Intra",0.15787677975491,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper01","study01","es19","figure","esm16","s5b","paper01_study01_es19_s5b",0.15787677975491,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0339561108686106,NA,0.159208449395551,0.196116135138184,0.0384615384615385
"Amador-Vargas et al","Specialization and group size: brain and behavioural correlates of colony size in ants lacking morphological castes",2015,"Proceedings of the Royal Society B: Biological Sciences","Texas, USA","Insecta","Hymenoptera","Pseudomyrmex spinicola","Other","Other","Mushroom Medial Lobe %","Colony Size","Neuroanatomy","brain region relative","Groupsize","Intra","Wild","r",34,1,"Intra",0.0030476619051571,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper01","study01","es20","figure","esm16","s5b","paper01_study01_es20_s5b",0.0030476619051571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0303024673818211,NA,0.00304767134101793,0.179605302026775,0.032258064516129
"Ash et al","Early learning in the common marmoset (Callithrix jacchus): Behavior in the family group is related to preadolescent cognitive performance",2020,"American Journal of Primatology","Wisconsin, USA","Mammalia","Primates","Callithrix jacchus","Primates","Mammalia","Associative Learning","Vocalisation Frequency","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",15,1,"Intra",-0.76,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper05","study06","es50","text","7",NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0127444114285714,NA,0.996215082345103,0.288675134594813,0.0833333333333334
"Ashton et al","Cognitive performance is linked to group size and affects fitness in Australian magpies",2018,"Nature","Perth, Australia","Aves","Passeriformes","Gymnorhina tibicen dorsalis","Other","Aves","Inhibitory Control","Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Wild","r",56,1,"Intra",-0.4060154,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper06","study07","es52","figure","365","1a","paper06_study07_es52_1a",0.4060154,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0126814185370667,NA,0.430830816134156,0.137360563948689,0.0188679245283019
"Ashton et al","Cognitive performance is linked to group size and affects fitness in Australian magpies",2018,"Nature","Perth, Australia","Aves","Passeriformes","Gymnorhina tibicen dorsalis","Other","Aves","Associative Learning","Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Wild","r",48,1,"Intra",-0.6378041,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper06","study07","es53","figure","365","1b","paper06_study07_es53_1b",0.6378041,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00748709096626974,NA,0.75446321725937,0.149071198499986,0.0222222222222222
"Ashton et al","Cognitive performance is linked to group size and affects fitness in Australian magpies",2018,"Nature","Perth, Australia","Aves","Passeriformes","Gymnorhina tibicen dorsalis","Other","Aves","Reversal Learning","Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Wild","r",48,1,"Intra",-0.5197707,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper06","study07","es54","figure","365","1c","paper06_study07_es54_1c",0.5197707,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0113332791162487,NA,0.576025524514198,0.149071198499986,0.0222222222222222
"Ashton et al","Cognitive performance is linked to group size and affects fitness in Australian magpies",2018,"Nature","Perth, Australia","Aves","Passeriformes","Gymnorhina tibicen dorsalis","Other","Aves","Spatial Memory","Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Wild","r",49,1,"Intra",-0.6175918,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper06","study07","es55","figure","365","1d","paper06_study07_es55_1d",0.6175918,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00797170150799191,NA,0.721102577276499,0.147441956154897,0.0217391304347826
"Berhane et al","Social monkeys learn more slowly: Social network centrality and age are positively related to learning errors by capuchin monkeys (Cebus [Sapajus] apella).",2020,"Canadian Journal of Experimental Psychology","Pennsylvania, USA","Mammalia","Primates","Sapajus apella","Primates","Mammalia","General Learning PCA score","Information Centrality (Grooming networks)","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",16,1,"Intra",0.555278272839678,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper12","study13","es67","figure","232","4","paper12_study13_es67_4",-0.555278272839678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0318934606994091,NA,-0.625980503928598,0.277350098112615,0.0769230769230769
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (sub-adults)","Affiliative Instrength","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",10,1,"Intra",0.7195,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es209","supplementary data",NA,NA,NA,0.7195,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0258480379155625,NA,0.906607552454785,0.377964473009227,0.142857142857143
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (sub-adults)","Affiliative Outstrength","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",10,1,"Intra",0.7217,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es210","supplementary data",NA,NA,NA,0.7217,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0255093188459769,NA,0.911183892625291,0.377964473009227,0.142857142857143
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (sub-adults)","Affiliative Eigenvector Centrality","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",10,1,"Intra",0.073,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es211","supplementary data",NA,NA,NA,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109930044249,NA,0.0731300885324216,0.377964473009227,0.142857142857143
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (sub-adults)","Affiliative Information Centrality","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",10,1,"Intra",0.491,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es212","supplementary data",NA,NA,NA,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063995338729,NA,0.537377149107108,0.377964473009227,0.142857142857143
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (juveniles)","Affiliative Instrength","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",9,1,"Intra",0.85,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es213","supplementary data",NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00962578125,NA,1.25615281198806,0.408248290463863,0.166666666666667
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (juveniles)","Affiliative Outstrength","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",9,1,"Intra",0.8167,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es214","supplementary data",NA,NA,NA,0.8167,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013861217407654,NA,1.14682639629952,0.408248290463863,0.166666666666667
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (juveniles)","Affiliative Eigenvector Centrality","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",9,1,"Intra",0.8167,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es215","supplementary data",NA,NA,NA,0.8167,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013861217407654,NA,1.14682639629952,0.408248290463863,0.166666666666667
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (juveniles)","Affiliative Information Centrality","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",9,1,"Intra",0.8,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es216","supplementary data",NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0162,NA,1.09861228866811,0.408248290463863,0.166666666666667
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (sub-adults)","Agonistic Instrength","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",10,1,"Intra",0.575,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es217","supplementary data",NA,NA,NA,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049784765625,NA,0.654960691167658,0.377964473009227,0.142857142857143
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (sub-adults)","Agonistic Outstrength","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",10,1,"Intra",-0.721,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es218","supplementary data",NA,NA,NA,-0.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025616962809,NA,-0.909724507195087,0.377964473009227,0.142857142857143
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (sub-adults)","Agonistic Eigenvector Centrality","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",10,1,"Intra",-0.0303,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es219","supplementary data",NA,NA,NA,-0.0303,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110907184765472,NA,-0.0303092778202609,0.377964473009227,0.142857142857143
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (sub-adults)","Agonistic Information Centrality","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",10,1,"Intra",-0.091,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es220","supplementary data",NA,NA,NA,-0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109278508329,NA,-0.091252445827796,0.377964473009227,0.142857142857143
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (juveniles)","Agonistic Instrength","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",9,1,"Intra",0.85,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es221","supplementary data",NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00962578125,NA,1.25615281198806,0.408248290463863,0.166666666666667
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (juveniles)","Agonistic Outstrength","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",9,1,"Intra",-0.5272,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es222","supplementary data",NA,NA,NA,-0.5272,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0651713593324032,NA,-0.586259403159825,0.408248290463863,0.166666666666667
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (juveniles)","Agonistic Eigenvector Centrality","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",9,1,"Intra",0.6333,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es223","supplementary data",NA,NA,NA,0.6333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044839809315729,NA,0.746906855990907,0.408248290463863,0.166666666666667
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (juveniles)","Agonistic Information Centrality","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",9,1,"Intra",0.6333,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es224","supplementary data",NA,NA,NA,0.6333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044839809315729,NA,0.746906855990907,0.408248290463863,0.166666666666667
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (sub-adults)","Proximity Strength","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",10,1,"Intra",0.322,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es225","supplementary data",NA,NA,NA,0.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089264707984,NA,0.333876866235618,0.377964473009227,0.142857142857143
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (sub-adults)","Proximity Eigenvector Centrality","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",10,1,"Intra",-0.369,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es226","supplementary data",NA,NA,NA,-0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0829130908801111,NA,-0.387264981373618,0.377964473009227,0.142857142857143
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (sub-adults)","Proximity Information Centrality","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",10,1,"Intra",-0.2121,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es227","supplementary data",NA,NA,NA,-0.2121,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101338995231632,NA,-0.215369246612412,0.377964473009227,0.142857142857143
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (juveniles)","Proximity Strength","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",9,1,"Intra",0.75,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es228","supplementary data",NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02392578125,NA,0.972955074527657,0.408248290463863,0.166666666666667
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (juveniles)","Proximity Eigenvector Centrality","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",9,1,"Intra",0.5667,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es229","supplementary data",NA,NA,NA,0.5667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057604853693529,NA,0.642648223326789,0.408248290463863,0.166666666666667
"Kulahci et al","Social networks predict selective observation and information spread in ravens",2016,"Royal Society Open Science","New Jersey, USA","Aves","Passeriformes","Corvus corax","Other","Aves","Innovation (juveniles)","Proximity Information Centrality","Cognitive Ability","Cognitive Ability","Socialinteraction","Intra","Captive","r",9,1,"Intra",0.4667,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper41","study42","es230","supplementary data",NA,NA,NA,0.4667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076477866570379,NA,0.505843070323077,0.408248290463863,0.166666666666667
"Noonan et al","A Neural Circuit Covarying with Social Hierarchy in Macaques",2014,"PLoS Biology","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Amygdala left","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",36,1,"Intra",-0.015,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper63","study65","es321","text","7",NA,NA,-0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028558572875,NA,-0.0150011251518994,0.174077655955698,0.0303030303030303
"Noonan et al","A Neural Circuit Covarying with Social Hierarchy in Macaques",2014,"PLoS Biology","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Caudate Tail left","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",36,1,"Intra",-0.021,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper63","study65","es322","text","7",NA,NA,-0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0285462341280286,NA,-0.0210030878170775,0.174077655955698,0.0303030303030303
"Noonan et al","A Neural Circuit Covarying with Social Hierarchy in Macaques",2014,"PLoS Biology","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Dorsal Striatum/Lateral Septum left","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",36,1,"Intra",0.003,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper63","study65","es323","text","7",NA,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0285709142880286,NA,0.0030000090000486,0.174077655955698,0.0303030303030303
"Noonan et al","A Neural Circuit Covarying with Social Hierarchy in Macaques",2014,"PLoS Biology","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Posterior Hypothalamus left","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",36,1,"Intra",-0.1,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper63","study65","es324","text","8",NA,NA,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0280028571428571,NA,-0.100335347731076,0.174077655955698,0.0303030303030303
"Noonan et al","A Neural Circuit Covarying with Social Hierarchy in Macaques",2014,"PLoS Biology","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Posterior Putamen left","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",36,1,"Intra",-0.004,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper63","study65","es325","text","8",NA,NA,-0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0285705142930286,NA,-0.00400002133353813,0.174077655955698,0.0303030303030303
"Noonan et al","A Neural Circuit Covarying with Social Hierarchy in Macaques",2014,"PLoS Biology","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Raphe Nucleus left","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",36,1,"Intra",0.001,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper63","study65","es326","text","8",NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0285713714286,NA,0.00100000033333351,0.174077655955698,0.0303030303030303
"Noonan et al","A Neural Circuit Covarying with Social Hierarchy in Macaques",2014,"PLoS Biology","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Amygdala right","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",36,1,"Intra",0.103,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper63","study65","es327","text","8",NA,NA,0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0279684157394571,NA,0.103366578597353,0.174077655955698,0.0303030303030303
"Noonan et al","A Neural Circuit Covarying with Social Hierarchy in Macaques",2014,"PLoS Biology","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Caudate Tail right","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",36,1,"Intra",0.019,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper63","study65","es328","text","8",NA,NA,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0285508037234571,NA,0.0190022868286808,0.174077655955698,0.0303030303030303
"Noonan et al","A Neural Circuit Covarying with Social Hierarchy in Macaques",2014,"PLoS Biology","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Dorsal Striatum/Lateral Septum right","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",36,1,"Intra",-0.099,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper63","study65","es329","text","8",NA,NA,-0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0280141159886,NA,-0.0993253483976417,0.174077655955698,0.0303030303030303
"Noonan et al","A Neural Circuit Covarying with Social Hierarchy in Macaques",2014,"PLoS Biology","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Posterior Hypothalamus right","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",36,1,"Intra",-0.072,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper63","study65","es330","text","8",NA,NA,-0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0282759678244571,NA,-0.0721248044222734,0.174077655955698,0.0303030303030303
"Noonan et al","A Neural Circuit Covarying with Social Hierarchy in Macaques",2014,"PLoS Biology","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Posterior Putamen right","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",36,1,"Intra",-0.023,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper63","study65","es331","text","8",NA,NA,-0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0285412079954571,NA,-0.0230040569544218,0.174077655955698,0.0303030303030303
"Noonan et al","A Neural Circuit Covarying with Social Hierarchy in Macaques",2014,"PLoS Biology","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Raphe Nucleus right","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",36,1,"Intra",-0.026,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper63","study65","es332","text","8",NA,NA,-0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0285328130564571,NA,-0.0260058610440899,0.174077655955698,0.0303030303030303
"Sallet et al","Social network size affects neural circuits in Macaques",2011,"Science","Oxford, UK","Mammalia","Primates","Macaca mulatta","Primates","Mammalia","Rostral Prefrontal Cortex left","Group Size","Neuroanatomy","brain region relative","Groupsize","Intra","Captive","r",18,1,"Intra",0.017,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper77","study79","es408","table",NA,"s3",NA,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0587895343247647,NA,0.0170016379506967,0.258198889747161,0.0666666666666667
